id,skyddsrumsnr,gatuadress,kommunnamn,antalplatser,latitude,longitude
62473286,121991-7,Hagalundsgatan 5,Solna,370,18.008989332238844,59.36350806034539
62473287,121992-2,Hagalundsgatan 13,Solna,200,18.010399559360483,59.363331715644094
62473288,121993-8,Hagalundsgatan 25-27,Solna,290,18.01282951861816,59.36294307717568
62473289,121994-3,Hagalundsgatan 29-31,Solna,300,18.01282951861816,59.36294307717568
62473290,121995-9,Hagalundsgatan 35-37,Solna,290,18.014075291417274,59.36250091019756
62473291,121996-4,Hagalundsgatan 39-41,Solna,300,18.014075291417274,59.36250091019756
62473292,121998-5,Västra Vägen 5 B,Solna,149,18.002463970027254,59.36098070466692
62473293,121999-0,Västra Vägen 7 B,Solna,178,18.003348185197655,59.36043015161619
62473294,122000-0,Västra Vägen 7 D,Solna,95,18.003348185197655,59.36043015161619
62473295,122001-6,Västra Vägen 11 B,Solna,172,18.005458886982534,59.35961767373085
62473296,122002-1,Storgatan 64,Solna,200,17.986311082358558,59.349831774664246
62473297,122003-7,Storgatan 66,Solna,340,17.986311082358558,59.349831774664246
62473298,122004-2,Jungfrudansen 64,Solna,181,17.98120644943107,59.35001157327236
62473299,122005-8,Jungfrudansen 78,Solna,192,17.980506655311626,59.350458910898254
62473300,122006-3,Jungfrudansen 88,Solna,181,17.98191330776819,59.349644943959866
62473301,122007-9,Jungfrudansen 96,Solna,193,17.98280520020043,59.349381906809334
62473302,122008-4,Kyrkbacken 5-7,Solna,230,18.007637924291345,59.36255977060183
62473303,122010-5,Kyrkbacken 4-8,Solna,293,18.006861216057946,59.36213737479815
62473304,122011-0,Kyrkbacken 31-35,Solna,293,18.008114187281514,59.36177597429055
62473305,122012-6,Hagalundsgatan 12-14,Solna,370,18.009891566796387,59.36177088090374
62473306,122013-1,Hagalundsgatan 10,Solna,200,18.01008550977023,59.36197308187877
62473307,122014-7,Hagalundsgatan 22-24,Solna,372,18.011244248030962,59.361541938279075
62473308,122015-2,Hagalundsgatan 18,Solna,200,18.011567450131672,59.36201073368673
62473309,122016-8,Jonstorpsvägen 14,Solna,175,17.97860373942717,59.3522367219067
62473310,122017-3,Jonstorpsvägen 6,Solna,190,17.978168373397985,59.35188723389937
62473311,122018-9,Johan Enbergsväg 20 Och 28,Solna,334,18.003192662597314,59.347323038825934
62473312,122019-4,Ingentinggatan 2,Solna,97,18.001130887176178,59.35346310969195
62473313,122027-8,Gårdsvägen 8,Solna,18,18.011948181102326,59.366899364001355
62473314,122028-3,Gårdsvägen 10 a-b,Solna,193,18.01160229751171,59.36716795368925
62473315,122032-5,Tvärvägen 1,Solna,105,17.980000929770043,59.3661600138689
62473316,122033-0,Tvärvägen 3,Solna,105,17.97972348683501,59.36580691786577
62473317,122034-6,Tvärvägen 5,Solna,125,17.97941012551562,59.36544565645744
62473318,122035-1,Råsundavägen 100,Solna,134,17.998706037441174,59.36586578368553
62473319,122037-2,Bokvägen 8,Solna,28,17.9822383239222,59.36437454262755
62473320,122038-8,Bokvägen 2,Solna,29,17.982475068638383,59.36406360148189
62473321,122045-6,Släggbacken 3,Solna,148,17.991410981980433,59.35199724047494
62473322,122046-1,Släggbacken 5-7,Solna,252,17.991410981980433,59.35199724047494
62473323,122047-7,Bredkilsbacken 10-12,Solna,335,17.99228725182341,59.35135708311744
62473324,122048-2,Släggbacken 6,Solna,162,17.99105124723674,59.350909202045045
62473325,122049-8,Släggbacken 4,Solna,200,17.99105124723674,59.350909202045045
62473326,122055-0,Hasselstigen 7,Solna,82,17.98771239214174,59.367969377924986
62473327,122056-6,Hasselstigen 5,Solna,78,17.987327857971795,59.367600779535884
62473328,122057-1,Råsundavägen 134,Solna,58,17.98698083781857,59.36725827842879
62473329,122058-7,Ankdammsgatan 31,Solna,105,17.98805753650145,59.35728607933427
62473330,122059-2,Ankdammsgatan 29,Solna,100,17.98809976467362,59.35736598523036
62473331,122060-8,Ankdammsgatan 27,Solna,105,17.988434321681144,59.35656754333722
62473332,122061-3,Ankdammsgatan 25,Solna,100,17.988434321681144,59.35656754333722
62473333,122063-4,Björnstigen 20,Solna,92,18.0343711551961,59.38101775088878
62473334,122065-5,Björnstigen 12,Solna,86,18.0343711551961,59.38101775088878
62473335,122066-0,Björnstigen 6,Solna,125,18.033383012163352,59.38139120738094
62473336,122067-6,Björnstigen 24,Solna,41,18.034912197721216,59.381553313983815
62473337,122068-1,Björnstigen 26,Solna,142,18.034912197721216,59.381553313983815
62473338,122069-7,Björnstigen 36,Solna,92,18.034912197721216,59.381553313983815
62473339,122070-2,Björnstigen 40,Solna,100,18.034912197721216,59.381553313983815
62473340,122071-8,Rådjursstigen 11,Solna,45,18.035974424972895,59.38062996305389
62473341,122072-3,Rådjursstigen 7,Solna,129,18.035504032111472,59.381081239728985
62473342,122073-9,Rådjursstigen 1,Solna,92,18.035504032111472,59.381081239728985
62473343,122074-4,Kapellgatan 4-6,Solna,55,17.999805869437278,59.3522086125858
62473344,122076-5,Kapellgatan 2,Solna,36,17.999276793672774,59.35199614036986
62473345,122077-0,Regementsgatan 27,Solna,91,18.00642090553285,59.37525822673967
62473346,122078-6,Hotellgatan 11,Solna,158,18.000177255323827,59.35980227718515
62473347,122080-7,Sjövägen 2-4,Solna,138,17.99433025961625,59.369147444234045
62473348,122081-2,Gårdsvägen 2-4,Solna,125,18.013348433757525,59.36581562251657
62473349,122082-8,Vintervägen 37,Solna,44,17.996457544481736,59.36851446421114
62473350,122083-3,Vintervägen 35,Solna,44,17.99579004618171,59.36833211506611
62473351,122084-9,Vintervägen 41,Solna,172,17.99592616154298,59.36887713493462
62473352,122085-4,Polhemsgatan 1,Solna,50,17.99660584768488,59.353037074525126
62473353,122087-5,Huvudstagatan 12,Solna,92,17.99670188932724,59.35272933974769
62473354,122088-0,Polhemsgatan 5,Solna,36,17.995588829939404,59.35307843150709
62473355,122089-6,Bergstigen 9,Solna,54,17.98381434448309,59.36528200016314
62473356,122090-1,Bergstigen 7,Solna,89,17.9845755389126,59.36512978134878
62473357,122091-7,Bergstigen 5,Solna,54,17.985217126564077,59.36481854955246
62473358,122092-2,Bangatan 3,Solna,68,17.999515233864937,59.35449776523795
62473359,122093-8,Bangatan 1 A-b,Solna,113,18.000181034031858,59.35446446519376
62473360,122094-3,Råsundavägen 70,Solna,54,18.004839618425578,59.36614686341546
62473361,122095-9,Råsundavägen 68,Solna,64,18.005627934007936,59.36590403438219
62473362,122096-4,Råsundavägen 74,Solna,84,18.00351617603813,59.366509853312756
62473363,122098-5,Råsundavägen 72,Solna,78,18.004100824598567,59.366352601774736
62473364,122099-0,Klippgatan 24 A-b,Solna,365,18.001003813081002,59.356009095550384
62473365,122100-4,Klippgatan 20 A-B,Solna,365,18.001927416200864,59.35610464070078
62473366,122102-5,Klippgatan 16 A-b,Solna,365,18.003004463824205,59.355945033021136
62473367,122103-0,Klippgatan 12 A-b,Solna,365,18.00400704707159,59.35613759027029
62473368,122104-6,Klippgatan 8 A-b,Solna,365,18.004898707259397,59.356269795257525
62473369,122105-1,Skytteholmsvägen 2,Solna,395,17.999894793926114,59.35620536682176
62473370,122106-7,Björnstigen 105,Solna,93,18.0346232204484,59.382260962966924
62473371,122107-2,Björnstigen 117,Solna,72,18.035149918740338,59.3828328039727
62473372,122108-8,Söderberga Gårdsväg 97,Stockholm,150,17.899391690677042,59.36285623355411
62473373,122109-3,Råckstavägen 100,Stockholm,300,17.894796332717377,59.363048236796736
62473374,122110-9,Sorterargatan 8,Stockholm,200,17.857219217243195,59.37208117819789
62473375,122113-5,Jämtlandsgatan 161,Stockholm,133,17.873902149019237,59.359296392683916
62473376,122114-0,Söderberga Gårdsväg 33,Stockholm,275,17.895950368604538,59.36130633909378
62473377,122115-6,Söderberga Gårdsväg 77,Stockholm,275,17.89803271796804,59.36240123206263
62473378,122116-1,Krossgatan 18,Stockholm,125,17.854485774209117,59.37035294786766
62473379,122117-7,Selaövägen 1,Stockholm,40,18.06331754825869,59.2620174262736
62473380,122118-2,Stallarholmsvägen 20,Stockholm,190,18.05913327253788,59.262133877282
62473381,122119-8,Turingevägen 42,Stockholm,41,18.018936755472627,59.27338024354083
62473382,122120-3,Gamla Huddingevägen 408,Stockholm,40,18.02993283819152,59.2771953981439
62473383,122121-9,Byälvsvägen 215,Stockholm,183,18.136791612509974,59.280180725395404
62473384,122122-4,Byälvsvägen 26,Stockholm,165,18.133643786952838,59.279942044448255
62473385,122124-5,Byälvsvägen 36,Stockholm,165,18.136527243431914,59.27921653564559
62473386,122125-0,Byälvsvägen 137,Stockholm,216,18.13381839935101,59.28050399991859
62473387,122126-6,Byälvsvägen 185,Stockholm,168,18.135422014848615,59.280564218853684
62473388,122127-1,Byälvsvägen 21,Stockholm,136,18.126901555643524,59.281676920174725
62473389,122128-7,Byälvsvägen 63,Stockholm,216,18.13044248751815,59.281223321880304
62473390,122129-2,Byälvsvägen 111,Stockholm,210,18.132117872344814,59.28129982857639
62473391,122130-8,Byälvsvägen 205,Stockholm,216,18.13711334577846,59.27966971319736
62473392,122131-3,Byälvsvägen 247,Stockholm,200,18.1387094924976,59.279649190813814
62473393,122132-9,Byälvsvägen 24,Stockholm,165,18.133027830746943,59.28011863852641
62473394,122133-4,Byälvsvägen 34,Stockholm,165,18.135842878777122,59.27941276602917
62473395,122135-5,Byälvsvägen 147,Stockholm,200,18.133425693505174,59.28100772557868
62473396,122136-0,Byälvsvägen 5,Stockholm,136,18.12773737675827,59.28121648457765
62473397,122137-6,Byälvsvägen 51,Stockholm,203,18.128662462750142,59.2821108827541
62473398,122138-1,Byälvsvägen 79,Stockholm,211,18.129960460371315,59.28171121178797
62473399,122139-7,Russinvägen 73,Stockholm,59,18.093067981231087,59.25525641922242
62473400,122140-2,Pepparkaksgränd 2-4,Stockholm,176,18.115750167291615,59.260169854723244
62473401,122141-8,Russinvägen 79,Stockholm,77,18.093283032484496,59.254918802216665
62473402,122142-3,Gråhundsvägen 82,Stockholm,233,18.121712258445278,59.263181203815684
62473403,122143-9,Nordmarksvägen 82,Stockholm,197,18.10995134134715,59.23430136720255
62473404,122144-4,,Stockholm,175,18.10188834541699,59.235311790284875
62473405,122146-5,Kvastvägen 25-29,Stockholm,125,18.105574542669597,59.26348663722379
62473406,122147-0,Farstavägen 56,Stockholm,100,18.09230990857677,59.24921751707468
62473407,122148-6,Farstavägen 66,Stockholm,178,18.09204943371325,59.2486665452796
62473408,122149-1,Kvickensvägen 27,Stockholm,194,18.093369503929857,59.250648135916805
62473409,122150-7,Kvickensvägen 27,Stockholm,194,18.09361088168383,59.25118158672465
62473410,122152-8,Russinvägen 83,Stockholm,109,18.09267630995822,59.25480742040953
62473411,122155-4,Ullerudsbacken 83,Stockholm,119,18.094471097804227,59.23319698359751
62473412,122158-0,Mandelsbrödsvägen 3,Stockholm,26,18.106298351823895,59.255633044977735
62473413,122160-1,Nordmarksvägen 82,Stockholm,182,18.10993887509611,59.23474201038453
62473414,122161-7,Hanna Rydhs Gata 12,Stockholm,200,17.974370813997712,59.28516301697505
62473415,122162-2,Hanna Rydhs Gata 20,Stockholm,55,17.973479543136552,59.28400621407864
62473416,122163-8,Fruängsgången 2,Stockholm,150,17.966529063997008,59.28566550931611
62473417,122164-3,Älvsjö Gårdsväg 3,Stockholm,64,18.00971270405758,59.27708059704807
62473418,122165-9,Annebodavägen 27,Stockholm,70,18.025985325439443,59.287315917234565
62473419,122166-4,Toffelbacken 17,Stockholm,62,18.01629290081026,59.285959357844696
62473420,122168-5,Toffelbacken 25,Stockholm,62,18.015197615611328,59.28549049941076
62473421,122169-0,Toffelbacken 29,Stockholm,100,18.01397008040959,59.28511455727525
62473422,122170-6,Varuvägen 9,Stockholm,180,18.006581791831426,59.27164445616416
62473423,122171-1,Mässvägen 1,Stockholm,100,18.015478583549957,59.278942031631345
62473424,122172-7,Sandalmakarbacken 5,Stockholm,62,18.01256279087631,59.28409575968486
62473425,122173-2,Sandalmakarbacken 3,Stockholm,62,18.01305043186366,59.283850828479736
62473426,122174-8,Sandalmakarbacken 1,Stockholm,62,18.01340824526541,59.283528026117274
62473427,122175-3,Sandalmakarbacken 15,Stockholm,62,18.01459214386196,59.283213046164626
62473428,122176-9,Sandalmakarbacken 17,Stockholm,62,18.015063025538392,59.28297748144358
62473429,122177-4,Mockasinvägen 22,Stockholm,62,18.015819616591227,59.28358898303259
62473430,122179-5,Mockasinvägen 20,Stockholm,62,18.016497512226834,59.28370806343999
62473431,122180-0,Mockasinvägen 6,Stockholm,62,18.016224736988484,59.284792731135255
62473432,122181-6,Mockasinvägen 4,Stockholm,62,18.01693442387906,59.28527052106941
62473433,122182-1,Fruängsplan 8,Stockholm,133,17.96419510144134,59.28548505653096
62473434,122183-7,Hanna Rydhs Gata 14,Stockholm,170,17.97412916913496,59.284809098250335
62473435,122184-2,Grossistvägen 10,Stockholm,10,18.004378344764618,59.26915227250649
62473436,122185-8,Fruängens Kyrkogata 14,Stockholm,58,17.966529063997008,59.28566550931611
62473437,122186-3,Älvsjö Gårdsväg 1,Stockholm,144,18.011204689719538,59.276677642064925
62473438,122187-9,Toffelbacken 19,Stockholm,100,18.01647067053021,59.28558680283933
62473439,122188-4,Toffelbacken 15,Stockholm,62,18.015526468023527,59.286031037655114
62473440,122190-5,Toffelbacken 35,Stockholm,62,18.01486050090685,59.285848771827276
62473441,122191-0,Toffelbacken 31,Stockholm,62,18.013613049474717,59.2854463290299
62473442,122193-1,Varuvägen 2-10,Stockholm,65,18.00741438543203,59.2723261344164
62473443,122194-7,Sandalmakarbacken 9,Stockholm,62,18.013494061867195,59.28410115531332
62473444,122195-2,Sandalmakarbacken 11,Stockholm,62,18.013910005017184,59.28383990875211
62473445,122196-8,Sandalmakarbacken 23,Stockholm,62,18.01389911861426,59.283121265085875
62473446,122197-3,Sandalmakarbacken 21,Stockholm,62,18.01438197566281,59.28282252211099
62473447,122198-9,Mockasinvägen 28,Stockholm,112,18.016756488627323,59.283459432158075
62473448,122199-4,Mockasinvägen 14,Stockholm,61,18.01499887014777,59.28423703619465
62473449,122200-8,Mockasinvägen 10,Stockholm,112,18.014980416509857,59.28462387039333
62473450,122201-3,Mockasinvägen 2,Stockholm,62,18.017097039154905,59.28492527498681
62473451,122202-9,Folkparksvägen 160-164,Stockholm,200,18.010835640882792,59.282437343895026
62473452,122203-4,Folkparksvägen 160-164,Stockholm,280,18.010597323655627,59.28272142965194
62473453,122205-5,Vita Liljans Väg 16-20,Stockholm,100,17.940569142021964,59.29540233568485
62473454,122206-0,Vårholmsbackarna 100,Stockholm,200,17.884562173098466,59.27566495615534
62473455,122207-6,Vårholmsbackarna 108,Stockholm,170,17.88481238473915,59.274679966933235
62473456,122208-1,Frösätrabacken 7A,Stockholm,124,17.921562447436646,59.2894773549324
62473457,122210-2,Frösätrabacken 46,Stockholm,116,17.920358840973947,59.28834519596761
62473458,122211-8,Bredholmstorget 2-4,Stockholm,225,17.904321301286814,59.275342227334505
62473459,122212-3,Bredholmstorget 2-4,Stockholm,200,17.904321301286814,59.275342227334505
62473460,122213-9,Bodholmsgången 2,Stockholm,300,17.908183042128513,59.27656789716661
62473461,122214-4,Strömsätravägen 16,Stockholm,30,17.9287412804049,59.286764022205695
62473462,122216-5,Storsätragränd 4,Stockholm,260,17.918904671500282,59.280802766065555
62473463,122217-0,Storsätragränd 12,Stockholm,260,17.918904671500282,59.280802766065555
62473464,122218-6,Storsätragränd 14,Stockholm,272,17.918904671500282,59.280802766065555
62473465,122219-1,Storsätragränd 6,Stockholm,274,17.918904671500282,59.280802766065555
62473466,122220-7,Vita Liljans Väg 53,Stockholm,99,17.93795069543141,59.29193000919858
62473467,122221-2,Vårholmsbackarna 100,Stockholm,192,17.8845879811187,59.275969897997854
62473468,122222-8,Vårholmsbackarna 106,Stockholm,100,17.885425704872628,59.2746663673778
62473469,122223-3,Frösätrabacken 7C,Stockholm,192,17.920770187002766,59.2890458456279
62473470,122225-4,Sätragårdsvägen 8,Stockholm,30,17.90978438739303,59.28853711745485
62473471,122227-5,Bredholmstorget 2-4,Stockholm,200,17.904321301286814,59.275342227334505
62473472,122228-0,Skärholmsgången 1-3,Stockholm,292,17.908183042128513,59.27656789716661
62473473,122229-6,Strömsätravägen 14,Stockholm,61,17.930200679300647,59.28739612544018
62473474,122230-1,Stensätravägen 2-4,Stockholm,127,17.93137723679289,59.28576115839224
62473475,122231-7,Vitsandsgatan 9-13,Stockholm,150,18.099383403793997,59.24596671669835
62473476,122232-2,Auroragränd 2,Stockholm,90,17.942270438392214,59.29577724113869
62473477,122233-8,Vitsandsgatan 9-13,Stockholm,100,18.108736008128073,59.24175338709102
62473478,122234-3,Mårbackagatan 11,Stockholm,200,18.108784432524835,59.24170729612917
62473479,122235-9,Mårbackagatan 11,Stockholm,200,18.107182784363147,59.24203315476373
62473480,122236-4,Mårbackagatan 11,Stockholm,200,18.108784432524835,59.24170729612917
62473481,122238-5,Mårbackagatan 11,Stockholm,200,18.108736008128073,59.24175338709102
62473482,122239-0,Vitsandsgatan 9-13,Stockholm,320,18.101800757678657,59.24592704593258
62473483,122240-6,Vitsandsgatan 9-13,Stockholm,300,18.101238182175816,59.2462999284568
62473484,122242-7,Vitsandsgatan 9-13,Stockholm,300,18.10283753242645,59.245174395370825
62473485,122243-2,Vitsandsgatan 9-13,Stockholm,100,18.103582019596516,59.24468033757475
62473486,122245-3,Edvard Griegsgången 15,Stockholm,200,17.92123819077601,59.4111699039823
62473487,122246-9,Kuddbygränd 6,Stockholm,124,17.92980615261157,59.39200884468551
62473488,122247-4,Edingekroken 14,Stockholm,192,17.892355833967777,59.39556749026747
62473489,122249-5,Kuddbygränd 8,Stockholm,124,17.9296158346697,59.39204906346173
62473490,122250-0,Solhems Hagväg,Stockholm,116,17.904502456038465,59.385979405160874
62473491,122251-6,Solhems Hagväg,Stockholm,162,17.905363052775204,59.38574457619025
62473492,122252-1,Sörbyplan 24,Stockholm,200,17.92257860238075,59.38704915798174
62473493,122253-7,Sörbyplan 12,Stockholm,142,17.923841327502043,59.38698490656103
62473494,122254-2,Helsingforsgatan 4,Stockholm,200,17.92080365832983,59.41287793155929
62473495,122255-8,Helsingforsgatan 4,Stockholm,50,17.920285103578163,59.412997368790684
62473496,122256-3,Hidinge Backe 17,Stockholm,147,17.89025231436877,59.39817502114979
62473497,122257-9,Hidinge Backe 9,Stockholm,172,17.89087322302054,59.397810821470316
